ORDER #,CUSTOMER #,INVOICE DATE,QTY SHIPPED,ITEM #,ITEM PRICE
33530,1FOURW,2017-05-26,60.0,PMNN4493,110.0
33530,1FOURW,2017-05-26,300.0,AAH56RDN9WA1,792.0
33530,1FOURW,2017-05-26,80.0,AAH56RDN9WA1,792.0
33530,1FOURW,2017-05-26,300.0,H885CS,50.0
33530,1FOURW,2017-05-26,80.0,H885CS,50.0
33535,3PLAMA,2017-05-31,2.0,AAH01QDC9JC2,415.0
33535,3PLAMA,2017-05-31,2.0,RLN5385,45.0
33484,1OTSEG,2017-05-31,15.0,G5 DB PAGER,625.5
33099,1GEORG,2017-08-31,1.0,C000000L529A,1295.0
33533,4STJOS,2017-06-30,5.0,93026,495.0
33533,4STJOS,2017-06-30,5.0,93067,45.0
33553,1POKPP,2017-07-14,3.0,FZ-VEBG11AU,340.0
33554,*700,2017-06-29,25.0,AAH02RDC9VA1,515.0
33554,*700,2017-06-29,25.0,QA02772,96.8
32954,1DAVEN,2017-06-20,1.0,AAM28QPN9WA1,804.0
32954,1DAVEN,2017-06-20,1.0,DB404B,443.0
32954,1DAVEN,2017-06-20,1.0,ISB50LNC2MA,93.0
31784,1DAVEN,2017-06-29,1.0,DB404B,448.0
31784,1DAVEN,2017-06-29,1.0,ISB50LNC2MA,65.0
32023,1DAVEN,2017-06-29,1.0,DB404B,443.0
32023,1DAVEN,2017-06-29,1.0,ISB50LNC2MA,93.0
32023,1DAVEN,2017-06-29,1.0,AAM28QPN9WA1,804.0
32953,1DAVEN,2017-06-20,1.0,ISB50LNC2MA,93.0
32953,1DAVEN,2017-06-20,1.0,DB404B,443.0
32953,1DAVEN,2017-06-20,1.0,AAM28QPN9WA1,804.0
33530,1FOURW,2017-05-26,70.0,WPLN4219,615.0
33530,1FOURW,2017-05-26,50.0,PMLN7008,10.0
33530,1FOURW,2017-05-26,50.0,PMAE4070,9.5
33567,1MEAGC,2017-06-29,3.0,AAH01QDC9JA2,441.0
33568,5SPRFD,2017-06-29,2.0,A03JAC9JA2,397.25
33576,1BLUET,2017-05-26,8.0,400,30.0
33576,1BLUET,2017-05-26,1.0,400,10.0
33578,1BLUET,2017-05-26,14.0,400,20.0
32023,1DAVEN,2017-06-29,1.0,472603,19.95
33579,*700,2017-05-26,20.0,400,25.0
32953,1DAVEN,2017-06-20,1.0,472603,19.95
33582,1TULIP,2017-05-26,38.0,400,25.0
33582,1TULIP,2017-05-26,55.0,400,237.5
33582,1TULIP,2017-05-26,20.0,400,10.0
33582,1TULIP,2017-05-26,1.0,400,50.0
32954,1DAVEN,2017-06-20,1.0,472603,19.95
33586,*700,2017-05-26,8.0,400,15.0
33588,7EMSHR,2017-06-09,1.0,AAM01JQH9JC1,495.0
33588,7EMSHR,2017-06-09,1.0,HKN9327,15.0
33589,7MARMA,2017-06-20,3.0,AAH01JDC9JA2,445.0
33589,7MARMA,2017-06-20,6.0,PMMN4013,73.5
31762,1CASSC,2017-05-26,2.0,MISC150,150.0
31763,1CASSC,2017-05-26,1.0,MISC150,150.0
33618,4STJOS,2017-10-31,6.0,MISC50,50.0
31784,1DAVEN,2017-06-29,1.0,GBI1426G,35.0
33621,1YOULP,2017-07-28,1.0,AAR10QCGANQ1AN,2400.0
33621,1YOULP,2017-07-28,1.0,DSCP10725TUNED,290.0
33621,1YOULP,2017-07-28,1.0,0112004B04,100.0
33621,1YOULP,2017-07-28,1.0,0112004U04,70.0
33621,1YOULP,2017-07-28,1.0,PMLE4548,160.0
32953,1DAVEN,2017-06-20,2.0,EZ600NMHX,19.5
32953,1DAVEN,2017-06-20,150.0,481111,1.38
32023,1DAVEN,2017-06-29,2.0,EZ600NFX,22.0
32023,1DAVEN,2017-06-29,2.0,EZ600NMHX,19.5
32023,1DAVEN,2017-06-29,150.0,481111,1.38
32954,1DAVEN,2017-06-20,2.0,EZ600NMHX,19.5
32954,1DAVEN,2017-06-20,150.0,481111,1.38
33446,1LAFCO,2017-06-02,1.0,QA00531,70.0
33642,1HILIT,2017-06-23,1.0,AAH01QDC9JA2,435.0
33461,1GERBP,2017-06-23,2.0,PMMN4071,96.8
33461,1GERBP,2017-06-23,4.0,PMNN4407,88.0
33646,1TRT,2017-05-30,1.0,LK1E1/2L550,11775.0
33647,1MCOOP,2017-05-30,1.0,500,42442.4
33648,7ANTCS,2017-05-30,1.0,ANTRIM2016-3,16650.56
33649,7ANTCS,2017-05-30,1.0,ANTRIM2016-4,16650.56
33658,1FOURW,2017-06-29,2.0,WPLN4219,615.0
32547,4BERSH,2017-07-07,1.0,CM-SDMT-SA-LED,350.0
32547,4BERSH,2017-07-07,1.0,ACINBHG,60.0
32548,4BERSH,2017-07-21,1.0,CM-SDMT-SA-LED,350.0
32202,4BERSH,2017-06-30,1.0,ACINBHG,60.0
32202,4BERSH,2017-06-30,1.0,CM-SDMT-SA-LED,350.0
32546,4BERSH,2017-06-29,1.0,CM-SDMT-SA-LED,350.0
32546,4BERSH,2017-06-29,1.0,ACINBHG,60.0
32550,4BERSH,2017-06-20,1.0,CM-SDMT-SA-LED,350.0
32550,4BERSH,2017-06-20,1.0,ACINBHG,60.0
32549,4BERSH,2017-07-21,1.0,CM-SDMT-SA-LED,350.0
33482,1KENCC,2017-05-31,33.0,G5 DB PAGER,625.5
33673,1KENCC,2017-05-31,2.0,G5 DB PAGER,625.0
33702,1LAPRE,2017-07-14,3.0,AAH56JDN9WA1,905.0
33708,1ROSCA,2017-06-09,6.0,AAH01QDC9JA2,465.0
33708,1ROSCA,2017-06-09,6.0,NNTN4497,60.0
33723,1MANCD,2017-06-02,1.0,MANISTEE 2016-3,8682.43
33727,1MASGR,2017-06-09,2.0,AAH84RCJ8AA1,220.0
33735,1TURLC,2017-06-20,2.0,AAH84KDJ8AA1,220.0
33742,7GRAAS,2017-06-20,4.0,AAH84RCS8AA1,220.0
33745,1MAGEG,2017-06-09,10.0,PMMN4013,73.5
33751,*700,2017-06-09,12.0,400,35.0
33751,*700,2017-06-09,12.0,400,8.0
33764,*700,2017-06-09,10.0,AAH02RDH9VA1,526.0
32780,1OTISD,2017-06-30,13.0,AAH81QCN9TA2,900.0
33708,1ROSCA,2017-06-09,6.0,QA00531,73.5
33780,1AXIUM,2017-06-08,2.0,QA02773,75.0
33780,1AXIUM,2017-06-08,2.0,AAH02RDC9VA1,435.0
33289,1LEECS,2017-06-09,2.0,NNTN8844,1250.0
33792,*700,2017-06-23,10.0,AAH01QDC9JA2,481.0
33792,*700,2017-06-23,10.0,QA00532,75.0
33792,*700,2017-06-23,1.0,PMLN6588,435.0
33820,1GLPAC,2017-06-23,3.0,AAH01JDC9JC2,388.0
33820,1GLPAC,2017-06-23,8.0,HLN8255,6.0
33820,1GLPAC,2017-06-23,6.0,NNTN4497,85.0
33820,1GLPAC,2017-06-23,6.0,PMMN4029,75.0
33833,4STJTP,2017-09-14,2.0,CCMC18,425.0
33833,4STJTP,2017-09-14,2.0,ACINBHG,50.0
33837,*700,2017-06-20,2.0,AAH01QDC9JA2,424.0
33837,*700,2017-06-20,2.0,QA00531,73.5
33837,*700,2017-06-20,1.0,PMMN4013,73.5
33843,1KENCD,2017-06-20,5.0,G5 DB PAGER,625.0
33554,*700,2017-06-29,25.0,QA04950AT,66.67
33853,7WEXCS,2017-09-08,100.0,LCF12-50J,1.5
33853,7WEXCS,2017-09-08,1.0,NM-LCF12-D01,20.0
33853,7WEXCS,2017-09-08,1.0,NF-LCF12-D01,20.0
33567,1MEAGC,2017-06-29,1.0,PMLN6588,435.0
33853,7WEXCS,2017-09-08,1.0,FRM125,125.0
33853,7WEXCS,2017-09-08,1.0,FRMMAT,18.0
33853,7WEXCS,2017-09-08,1.0,MISC200,200.0
33855,7WEQUE,2017-06-23,2.0,AAH01JDC9JA2,455.0
33863,1AVOAU,2017-06-20,2.0,AAH02RDH9VA1,530.0
33863,1AVOAU,2017-06-20,2.0,PMMN4076,75.0
33863,1AVOAU,2017-06-20,2.0,PMLN4651,11.0
33896,1POKPP,2018-03-30,1.0,T3000,2960.0
33896,1POKPP,2018-03-30,1.0,X450MT,2960.0
33896,1POKPP,2018-03-30,1.0,X182EB,1035.0
33896,1POKPP,2018-03-30,3.0,ISB50HNC2,85.0
33896,1POKPP,2018-03-30,1.0,FG8066,210.0
33896,1POKPP,2018-03-30,12.0,L4TNMPSA,23.5
33896,1POKPP,2018-03-30,1.0,MFBW7463,430.0
33896,1POKPP,2018-03-30,1.0,SP440-SF2SNF,375.0
33896,1POKPP,2018-03-30,3.0,241088-1,20.0
33916,1FISSC,2017-07-14,8.0,NNTN8129,112.2
33917,1HERMI,2017-07-14,3.0,AAH01QDC9JA2,481.0
33917,1HERMI,2017-07-14,3.0,QA00532,75.0
33918,1HUIGR,2017-07-14,1.0,AAM28QPC9RA1,739.2
33936,1KENCD,2017-06-20,33.0,G5 DB PAGER,625.5
31596,1LINPA,2017-06-20,4.0,CF-20C5-01KM,3434.68
33941,1PORFD,2017-07-21,4.0,A03JAC9JA1,439.0
33943,1KENCD,2017-06-20,2.0,G5 DB PAGER,625.0
31596,1LINPA,2017-06-20,4.0,GJ-20-LVD2,755.01
31596,1LINPA,2017-06-20,4.0,AP-PAN-CCGPD-Q-BL,203.01
31596,1LINPA,2017-06-20,4.0,CF-CPSY5,551.24
31596,1LINPA,2017-06-20,4.0,CF-VZSU0QW,112.55
33968,1BRIMY,2017-07-14,4.0,AAH56RDN9WA1,872.5
33969,1KENCD,2017-09-27,885.0,G5 DB PAGER,625.5
33969,1KENCD,2017-09-27,50.0,GS999CA,149.0
33969,1KENCD,2017-09-27,40.0,T71G400014A-R,9.95
33969,1KENCD,2017-09-27,34.0,LG-G4-SMK,29.95
33969,1KENCD,2017-09-27,160.0,G4XXUNME01B,12.95
33969,1KENCD,2017-09-27,55.0,GSXXANAS03EX,14.95
33975,1FOURW,2017-09-14,6.0,ENT2B3A,150.0
33975,1FOURW,2017-09-14,3.0,RX2700CC,1600.0
33975,1FOURW,2017-09-14,18.0,TRX6A,90.0
33975,1FOURW,2017-09-14,18.0,XT3LBKT,10.0
33975,1FOURW,2017-09-14,3.0,MISC100,100.0
33978,4MICPD,2017-08-31,1.0,ENT2B3R,150.0
33978,4MICPD,2017-08-31,1.0,ENT2B3B,150.0
33978,4MICPD,2017-08-31,1.0,PNTICRV05,20.0
33978,4MICPD,2017-08-31,1.0,CITADEL-EXI,900.0
33978,4MICPD,2017-08-31,1.0,SV888U,650.0
33978,4MICPD,2017-08-31,1.0,3892L6,425.0
33978,4MICPD,2017-08-31,1.0,ES100C,225.0
33978,4MICPD,2017-08-31,1.0,ESBEXP07,30.0
33980,1STEEL,2017-06-30,10.0,AAH02RDC9VA1,514.0
33996,*700,2017-07-11,42.0,400,30.0
33996,*700,2017-07-11,42.0,400,3.0
33996,*700,2017-07-11,3.0,400,25.0
33998,*700,2017-06-23,28.0,400,30.0
33998,*700,2017-06-23,7.0,400,5.0
33999,*700,2017-06-23,9.0,400,25.0
33999,*700,2017-06-23,9.0,400,5.0
34000,*700,2017-06-23,3.0,400,40.0
34000,*700,2017-06-23,3.0,400,10.0
34002,*700,2017-06-23,25.0,400,15.0
34002,*700,2017-06-23,25.0,400,5.0
34011,1SIGFL,2017-06-29,1.0,AAH56RDC9RA1,958.0
34011,1SIGFL,2017-06-29,1.0,PMMN4025,80.0
34027,1OTSEG,2017-08-11,1.0,VG5530-LVZ-M-GEN,699.0
34027,1OTSEG,2017-08-11,3.0,SMW3053C002CBLK180,150.0
34029,1GLMSS,2017-06-27,1.0,MGT FEE,1800.0
34030,1GLMSS,2017-06-27,1.0,MANAGEMENT FEE,1800.0
34031,1GLMSS,2017-06-27,2.0,HOTEL,298.32
34031,1GLMSS,2017-06-27,1.0,SHIPPING,116.56
34031,1GLMSS,2017-06-27,1.0,SHIPPING,39.35
34031,1GLMSS,2017-06-27,1.0,NAME BADGES,84.76
34031,1GLMSS,2017-06-27,1.0,PLAQUE,58.3
34031,1GLMSS,2017-06-27,1.0,AIRFARE,384.08
34031,1GLMSS,2017-06-27,1.0,T-SHIRTS,384.25
34040,1HOULAK,2017-09-14,1.0,G5 DB PAGER,625.5
34047,4BERSH,2017-07-21,1.0,5342WHD,320.0
34052,1KENCD,2017-06-27,1.0,KENT CO DISP 2017-1,134742.45
34053,1KENCD,2017-08-16,1.0,KENT CO DISP 2017-2,404227.35
34071,1POTZO,2017-09-22,55.0,AAH56JDN9WA1,755.0
31784,1DAVEN,2017-06-29,1.0,MISC100,100.0
31784,1DAVEN,2017-06-29,1.0,MISC100,100.0
34075,1KEEBL,2017-06-30,2.0,AAH02RDC9VA1,492.0
34075,1KEEBL,2017-06-30,2.0,PMMN4075,75.0
34075,1KEEBL,2017-06-30,2.0,PMLN4651,11.0
34076,4STUPD,2017-09-08,4.0,AAH56JDN9WA1,795.0
34076,4STUPD,2017-09-08,4.0,PMMN4025,75.0
34075,1KEEBL,2017-06-30,2.0,PMNN4491,90.0
34080,6STJCC,2017-08-04,7.0,AAH01QDC9JC2,410.0
33980,1STEEL,2017-06-30,10.0,QA02773,80.0
34087,*700,2017-06-29,40.0,400,13.0
34087,*700,2017-06-29,40.0,400,3.5
33533,4STJOS,2017-06-30,1.0,93056,495.0
34099,4EDWFD,2017-08-04,4.0,A03JAC8JA2,410.0
33533,4STJOS,2017-06-30,5.0,93437,30.0
33533,4STJOS,2017-06-30,1.0,90367,25.0
33533,4STJOS,2017-06-30,1.0,93181,45.0
33533,4STJOS,2017-06-30,1.0,93046,160.0
33533,4STJOS,2017-06-30,1.0,91393,30.0
33533,4STJOS,2017-06-30,1.0,93045,210.0
33533,4STJOS,2017-06-30,5.0,90367,25.0
34104,1BEALT,2017-08-31,2.0,G5 DB PAGER,625.5
34113,1HILIT,2017-07-28,2.0,AAH01QDC9JA2,461.0
34149,*700,2017-07-07,14.0,400,12.0
34149,*700,2017-07-07,4.0,400,3.0
34150,*700,2017-07-07,6.0,400,25.0
34150,*700,2017-07-07,6.0,400,5.0
34151,*700,2017-07-07,12.0,400,15.0
34151,*700,2017-07-07,12.0,400,3.5
34151,*700,2017-07-07,1.0,400,25.0
34174,1OTISD,2017-08-30,13.0,AAH81QCN9TA2,900.0
34174,1OTISD,2017-08-30,1.0,AAR10QCGANQ1AN,3663.0
34174,1OTISD,2017-08-30,1.0,DB404B,484.5
34174,1OTISD,2017-08-30,1.0,MISC200,200.0
34174,1OTISD,2017-08-30,1.0,MISC150,150.0
34174,1OTISD,2017-08-30,1.0,MISC300,300.0
34174,1OTISD,2017-08-30,1.0,MISC150,150.0
34185,1RESCC,2017-07-28,1.0,AAH01QDC9JA2,451.0
33914,1OTSEG,2017-08-25,1.0,VG5530-LVZ-M-GEN,699.0
30501,1HILIT,2017-10-20,1.0,UPS-BATT8,2000.0
30501,1HILIT,2017-10-20,1.0,BDAMON2(NFPA72),1950.0
30501,1HILIT,2017-10-20,1.0,840622/4SB24SN3N4,24835.5
30501,1HILIT,2017-10-20,3.0,CTC-TAN,26.06
30501,1HILIT,2017-10-20,3.0,A1511B-156,55.0
30501,1HILIT,2017-10-20,1.0,MYA1505KN,215.0
30501,1HILIT,2017-10-20,200.0,LCF12-50J,2.73
30501,1HILIT,2017-10-20,9.0,NM-LCF12-D01,34.91
30501,1HILIT,2017-10-20,1.0,NF-LCF12-D01,34.91
30501,1HILIT,2017-10-20,2.0,SIGK12,31.11
30501,1HILIT,2017-10-20,2.0,PS-5002,294.8
30501,1HILIT,2017-10-20,1.0,SP400-48NMNM,35.11
30501,1HILIT,2017-10-20,2.0,MA42-36NMNM,39.78
30501,1HILIT,2017-10-20,4.0,MA42-24NMNF,34.45
30501,1HILIT,2017-10-20,1.0,IS50NXC2,62.0
30501,1HILIT,2017-10-20,1.0,FRM125,128.0
30501,1HILIT,2017-10-20,1.0,FRMMAT,17.68
33888,1YATFD,2017-07-21,10.0,G1VHFBLK,365.0
34205,1COLQF,2017-07-28,1.0,AAH01QDC9JA2,481.0
34205,1COLQF,2017-07-28,2.0,QA00531,73.5
34207,1POKPP,2017-08-31,3.0,FZ-VEBG11AU,340.0
34222,1JAMES,2017-07-28,6.0,G5 DB PAGER,675.0
34226,1GEOTF,2017-07-28,4.0,A03JAC9JA1,446.0
34243,*700,2017-07-14,20.0,400,25.0
34245,1TOWNS,2017-07-14,10.0,400,25.0
34245,1TOWNS,2017-07-14,10.0,400,5.0
34245,1TOWNS,2017-07-14,2.0,400,5.0
34246,*700,2017-07-14,2.0,400,12.0
34248,1WETEC,2017-08-11,1.0,AAH02JDC9VA1,481.0
34248,1WETEC,2017-08-11,1.0,PMMN4073,83.0
34289,1WALSC,2017-08-25,4.0,AAH01QDC9JA2,481.0
34298,*700,2017-07-28,7.0,AAH84RCS8AA1,200.0
34298,*700,2017-07-28,6.0,PMMN4029,75.0
34299,1NBFAS,2017-08-18,1.0,AAH02JDH9VA1,480.0
34323,1POKPP,2017-12-22,3.0,RX2700,1600.0
34323,1POKPP,2017-12-22,3.0,CCMC18,425.0
34323,1POKPP,2017-12-22,3.0,ACINBHG,50.0
34323,1POKPP,2017-12-22,3.0,S4705UINT13,1050.0
34323,1POKPP,2017-12-22,3.0,MISC100,100.0
34323,1POKPP,2017-12-22,3.0,ENT2B3R,150.0
34323,1POKPP,2017-12-22,3.0,ENT2B3B,150.0
34323,1POKPP,2017-12-22,3.0,608-DS-DS,385.0
34323,1POKPP,2017-12-22,3.0,RRA4983,60.0
34323,1POKPP,2017-12-22,3.0,ACSIDEARM6,90.0
34323,1POKPP,2017-12-22,3.0,345146,123.95
34323,1POKPP,2017-12-22,3.0,CMD102,269.0
34323,1POKPP,2017-12-22,3.0,CHDM204,140.0
34323,1POKPP,2017-12-22,3.0,PKGKB102,460.0
34323,1POKPP,2017-12-22,3.0,DSPAN7022,696.0
34323,1POKPP,2017-12-22,3.0,CUMM101,55.0
34323,1POKPP,2017-12-22,3.0,CADP110,20.0
34323,1POKPP,2017-12-22,3.0,93061,519.0
34323,1POKPP,2017-12-22,3.0,93065,20.0
34323,1POKPP,2017-12-22,3.0,93206,40.0
34340,1MENNE,2017-08-25,1.0,NNTN8129,110.0
34340,1MENNE,2017-08-25,1.0,AAH56RDC9RA1,880.0
34341,1HOLEN,2017-08-11,1.0,AAM01JNC9JA1,401.0
34341,1HOLEN,2017-08-11,1.0,HAD4008,24.0
34342,1ALLBP,2017-09-08,1.0,AAH73WCF9NA5,265.0
34342,1ALLBP,2017-09-08,1.0,HMN9051,65.0
34343,1KAMPS,2017-08-04,2.0,AAM01QNC9JC1,508.0
34343,1KAMPS,2017-08-04,2.0,0180355A80,28.5
34343,1KAMPS,2017-08-04,2.0,0180352A11,12.0
34344,1CONCI,2017-09-08,1.0,AAH73WCF9NA5,265.0
34363,1ROSCA,2017-07-28,2.0,AAH01QDC9JA2,465.0
34363,1ROSCA,2017-07-28,2.0,PMMN4013,73.5
34363,1ROSCA,2017-07-28,2.0,NNTN4497,60.0
32545,1OTMEM,2017-07-28,1.0,SM3000RM2UTAA,1725.0
32545,1OTMEM,2017-07-28,1.0,GBU14210-TT,60.0
32545,1OTMEM,2017-07-28,1.0,IS50NXC2,65.0
32545,1OTMEM,2017-07-28,1.0,11301943,5900.0
32545,1OTMEM,2017-07-28,1.0,CSI-AY/746-896/11,215.0
32545,1OTMEM,2017-07-28,4.0,ANTDASIO69827005LP,33.5
32545,1OTMEM,2017-07-28,14.0,NM-LCF12-C02-6,15.0
32545,1OTMEM,2017-07-28,1.0,NM-LCF12-D01,23.0
32545,1OTMEM,2017-07-28,1.0,NF-LCF12-D01,23.0
32545,1OTMEM,2017-07-28,2.0,SIGK12,22.0
32545,1OTMEM,2017-07-28,1.0,DC-4.8N,60.0
32545,1OTMEM,2017-07-28,1.0,DC-8-N,60.0
32545,1OTMEM,2017-07-28,1.0,DC-10-N,60.0
32545,1OTMEM,2017-07-28,1.0,SP400-48NMNM,32.0
32545,1OTMEM,2017-07-28,1.0,MA42-24NMNF,32.0
33436,1POKPP,2017-07-21,1.0,XT3LPBKT,40.0
33432,1POKPP,2017-07-28,1.0,XT3LPBKT,40.0
33914,1OTSEG,2017-08-25,3.0,SMW3053C002CBLK180,150.0
33914,1OTSEG,2017-08-25,3.0,RMWLF3CBLK180,84.0
33946,1OTTSD,2017-07-28,11.0,RMN5116,235.6
33946,1OTTSD,2017-07-28,11.0,PMLN6765,273.0
34418,1KERRY,2017-08-04,1.0,AAH56RDN9WA1,880.0
34418,1KERRY,2017-08-04,1.0,PMMN4024,90.0
34423,*700,2017-08-11,1.0,AAH88QCC9JA2,306.0
34425,1MAGEG,2017-08-11,10.0,AAH01QDC9JA2,391.0
34425,1MAGEG,2017-08-11,4.0,NNTN4497,85.0
34428,7MACBA,2017-08-04,6.0,AAH01QDC9JA2,485.0
34444,1KENPA,2017-09-28,10.0,AAH73WCF9NA5,265.0
34222,1JAMES,2017-07-28,2.0,LG-G4-SMK,21.95
34450,7MEDUS,2017-08-18,2.0,AAH01QDC9JA2,437.5
34450,7MEDUS,2017-08-18,6.0,QA00531,73.5
34450,7MEDUS,2017-08-18,6.0,NNTN4497,85.0
32867,1POKPP,2017-11-22,1.0,WMFMTG-CH11,59.0
32867,1POKPP,2017-11-22,1.0,WMFLCC09,800.0
30169,7HOLIN,2017-07-28,1.0,MISC50,50.0
34374,1HILFD,2017-07-28,1.0,150,250.0
34460,1LAPRE,2017-08-11,2.0,RKN4136,35.0
34460,1LAPRE,2017-08-11,2.0,RSN4002,58.75
34460,1LAPRE,2017-08-11,2.0,HAD4008,19.5
34460,1LAPRE,2017-08-11,2.0,AAM28JQC9RA1,694.0
34465,4STJSD,2017-08-18,1.0,AAH56JDN9WA1,859.0
34466,1FOURW,2017-08-25,50.0,PMAE4023,10.0
34481,4SOUPD,2017-10-11,1.0,CHDM202,155.0
34481,4SOUPD,2017-10-11,1.0,CMD102,295.0
34481,4SOUPD,2017-10-11,1.0,MISC150,150.0
34481,4SOUPD,2017-10-11,1.0,RX2700CC,1600.0
34481,4SOUPD,2017-10-11,1.0,ENT2B3B,150.0
34481,4SOUPD,2017-10-11,1.0,ENT2B3R,150.0
34481,4SOUPD,2017-10-11,1.0,PNTICRV05,10.0
34481,4SOUPD,2017-10-11,4.0,TRX6RB,100.0
34481,4SOUPD,2017-10-11,4.0,XT3LBKT,10.0
34481,4SOUPD,2017-10-11,1.0,WB47NPUINT13,220.0
34481,4SOUPD,2017-10-11,1.0,DS604DS,330.0
34483,1NBFAS,2017-08-18,1.0,AAM28JQN9WA1,685.0
34483,1NBFAS,2017-08-18,1.0,TAD6113,19.5
34485,4SOUPD,2017-10-31,1.0,RX2700CC,1600.0
34485,4SOUPD,2017-10-31,1.0,CHDM202,155.0
34485,4SOUPD,2017-10-31,1.0,CMD102,295.0
34485,4SOUPD,2017-10-31,1.0,MISC150,150.0
34501,1HERMI,2017-08-25,4.0,AAH01QDC9JA2,481.0
34506,1POKPP,2017-08-11,1.0,UTLY25-DC,545.0
34506,1POKPP,2017-08-11,8.0,ULT6-RB,120.0
34519,1HOLPS,2017-08-11,1.0,AAH56RDN9WA1,822.0
34300,7CCECD,2017-09-14,1.0,WB3556,1750.0
34300,7CCECD,2017-09-14,1.0,WB3480HH,2190.0
34524,1POKPP,2017-08-04,1.0,C850-HD1200R,695.0
34525,7COMMH,2017-09-22,3.0,AAH88QCC9JA2,383.0
34525,7COMMH,2017-09-22,3.0,QA04770AA,20.0
34532,1POKPP,2017-08-11,1.0,UTLY25-DC,545.0
34532,1POKPP,2017-08-11,2.0,CW2451,130.0
34027,1OTSEG,2017-08-11,3.0,RMWLF3CBLK180,84.0
34541,*700,2017-08-04,16.0,400,25.0
34288,1NEWEF,2017-08-11,2.0,AAH56JDC9RA1AN,808.0
34541,*700,2017-08-04,12.0,400,5.0
34288,1NEWEF,2017-08-11,2.0,QA00506,75.0
34425,1MAGEG,2017-08-11,4.0,QA00531,62.48
34340,1MENNE,2017-08-25,1.0,QA04950BL,55.0
34551,7INVFD,2017-08-18,2.0,G5 DB PAGER,625.5
34558,1AVOAU,2017-08-25,1.0,AAH02RDH9VA1,530.0
34558,1AVOAU,2017-08-25,1.0,PMMN4076,75.0
34558,1AVOAU,2017-08-25,1.0,PMLN4651,11.0
34562,1HUTTR,2017-10-31,1.0,T8319,7696.75
34562,1HUTTR,2017-10-31,1.0,MISC300,300.0
34562,1HUTTR,2017-10-31,1.0,MISC150,150.0
34566,1ALREG,2017-10-31,450.0,CBWICA1250JPL,2.8
34566,1ALREG,2017-10-31,100.0,CBWLCF1250J,2.5
34566,1ALREG,2017-10-31,1.0,IS-50NX-C2,62.0
34566,1ALREG,2017-10-31,1.0,FRM125,128.0
34566,1ALREG,2017-10-31,1.0,FRMMAT,17.5
34571,1POKPP,2017-10-31,3.0,CHDM204,140.0
34571,1POKPP,2017-10-31,1.0,C-MD-302,385.0
34573,1CASSC,2017-11-22,1.0,S36INT13,425.0
34573,1CASSC,2017-11-22,1.0,CVS1508INSE,350.0
34573,1CASSC,2017-11-22,1.0,CCUP2I,35.0
34573,1CASSC,2017-11-22,1.0,UT101,270.0
34573,1CASSC,2017-11-22,1.0,CSMSA1,90.0
34573,1CASSC,2017-11-22,1.0,CMD202,65.0
34573,1CASSC,2017-11-22,1.0,CARPB101,280.0
34573,1CASSC,2017-11-22,1.0,MISC150,150.0
34573,1CASSC,2017-11-22,1.0,CG-X,89.0
34405,1HUIGR,2017-09-22,4.0,AAH88JCC9JA2AN,303.0
34579,1GEORG,2017-08-31,1.0,1096H,290.54
34579,1GEORG,2017-08-31,1.0,N000000L103A,115.72
34579,1GEORG,2017-08-31,1.0,N000000L054B,166.5
34582,1HAWOR,2017-08-11,2.0,AAH56RDN9WA1,799.0
34071,1POTZO,2017-09-22,3.0,WPLN4212,435.0
34584,4SOUPD,2017-10-06,1.0,RX2700CC,1600.0
34584,4SOUPD,2017-10-06,1.0,ENT2B3B,150.0
34584,4SOUPD,2017-10-06,1.0,ENT2B3R,150.0
34584,4SOUPD,2017-10-06,1.0,PNTICRV05,10.0
34584,4SOUPD,2017-10-06,4.0,TRX6RB,100.0
34584,4SOUPD,2017-10-06,4.0,XT3LBKT,10.0
34584,4SOUPD,2017-10-06,1.0,S4702UINT13,1100.0
34584,4SOUPD,2017-10-06,1.0,WB47NPUINT13,220.0
34584,4SOUPD,2017-10-06,1.0,ASBD47UINT13,1350.0
34584,4SOUPD,2017-10-06,1.0,DS604DS,330.0
34584,4SOUPD,2017-10-06,1.0,C-CUP2-E-C,35.0
34584,4SOUPD,2017-10-06,1.0,CHDM202,155.0
34584,4SOUPD,2017-10-06,1.0,CMD102,295.0
34584,4SOUPD,2017-10-06,1.0,MISC150,150.0
33969,1KENCD,2017-09-27,50.0,G5USBCOVER,2.95
34588,4STUFD,2017-09-08,4.0,PMMN4025,75.0
34598,7WOLPO,2017-08-31,4.0,AAH02RDC9VA1,515.0
34598,7WOLPO,2017-08-31,4.0,QA04950,66.0
32565,4THROP,2017-09-08,1.0,ACINBHG,60.0
34506,1POKPP,2017-08-11,4.0,11.1005STT.BTL,49.0
33438,1POKPP,2017-08-11,1.0,SV999U-2W,825.0
34614,1HOWMC,2017-08-25,4.0,AAH03RDF8AA7,265.6
34614,1HOWMC,2017-08-25,4.0,QA01113,17.0
34614,1HOWMC,2017-08-25,4.0,PMNN4080,58.65
34620,1HOLPD,2017-10-31,14.0,RMN5116,229.0
34620,1HOLPD,2017-10-31,14.0,PMLN6765,268.0
33438,1POKPP,2017-08-11,1.0,SM1K0574DRT091500,1000.0
34629,7ECRDC,2017-08-25,1.0,AAH02JDH9VA1,550.0
34635,1AVOAU,2017-08-25,1.0,AAH02RDH9VA1,530.0
