,customer,invoice_date,qty_shipped,item,description,item_price,customer,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp
4956,1POKPP,2017-11-22,1.0,5077D,GO RHINO PUSH BUMPER HD,350.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
4957,1POKPP,2017-11-22,1.0,5077WHD,GO RHINO HEAVY DUTY WRAP ARND,320.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
4966,1OTSEG,2017-03-31,1.0,VG5530-LVZ-M-GEN,CALAMP VANGAURD 5530 VZ LTE,699.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
4967,1OTSEG,2017-03-31,1.0,SMW3053C002CWHT180,MOBILEMARK COMBO CELLULAR/GPS,150.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
4968,1OTSEG,2017-03-31,1.0,RMWLF3CWHT180,MOBILEMARK 1.7-2.7 GHZ 3DBI,84.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
4970,1KAMPS,2017-05-05,3.0,AAM01QNC9JA1,MOTO CM200D 403-470 25W MOBILE,492.0,1KAMPS,Manufacturing,Pat McBride,64718.0,2/20/2012,Kent,1601574.0,0.421
4971,1KAMPS,2017-05-05,3.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5,1KAMPS,Manufacturing,Pat McBride,64718.0,2/20/2012,Kent,1601574.0,0.421
4972,1KAMPS,2017-05-05,3.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0,1KAMPS,Manufacturing,Pat McBride,64718.0,2/20/2012,Kent,1601574.0,0.421
4973,4BARPD,2017-03-31,1.0,HSN8145,7.5W EXTERNAL SPEAKER,47.5,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
4974,4BARPD,2017-03-31,2.0,445585,"FUSE PANEL, ATC 8 POSITION",31.28,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
4975,1OTMEM,2017-04-21,1.0,G4 PAGER,UNICATION G4 DIGITAL VOICE,535.5,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
4976,7ANTCS,2017-06-23,4.0,TT2833,MOTO COMPUTER Z440 WORKSTATION,2950.0,7ANTCS,Law Enforcement,Jessica Spindler,375979.66,11/01/1999,Antrim,51231.0,0.072
4977,1BISSE,2017-05-12,5.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,938.0,1BISSE,Manufacturing,Skip Petrovich,56020.78,11/01/1999,Kent,1601574.0,0.421
4978,1BISSE,2017-05-12,5.0,PMMN4025,IMPRES REMOTE SPEAKER MIC,86.0,1BISSE,Manufacturing,Skip Petrovich,56020.78,11/01/1999,Kent,1601574.0,0.421
4979,1ROSRD,2019-07-12,1.0,T8319,MOTO SLR 8000 BASE RADIO,3200.0,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
4980,1ROSRD,2019-07-12,1.0,CA02965AA,ADD:VHF (136-174MHZ),2900.0,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
4981,1ROSRD,2019-07-12,1.0,T8319,MOTO SLR 8000 BASE RADIO,3200.0,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
4982,1ROSRD,2019-07-12,1.0,CA02965AA,ADD:VHF (136-174MHZ),2900.0,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
4983,1ROSRD,2019-07-12,1.0,T8319,MOTO SLR 8000 BASE RADIO,3200.0,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
4984,1ROSRD,2019-07-12,1.0,CA02965AA,ADD:VHF (136-174MHZ),2900.0,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
4986,4BERSH,2017-03-31,1.0,LPX61D,FED SIG LEGEND LPX DISCREET,1475.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4987,4BERSH,2017-03-31,1.0,3892L6,CODE 3 MASTERCOM B SIREN,420.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4988,4BERSH,2017-03-31,1.0,ES100C,FED SIG EMERG SPKR 100W,220.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4989,4BERSH,2017-03-31,1.0,ESBU,ES100 UNIVERSAL BAIL BRACKET,20.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4990,4BERSH,2017-03-31,3.0,2049M-24M,GOLIGHT HALOGEN LIGHTHEAD 24V,582.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4991,4BERSH,2017-03-31,1.0,CAMSET70-NTSC4B,"FEDSIG CAM SYS, REAR CAM/7""MNT",580.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4992,4BERSH,2017-03-31,1.0,21080C00,SURE POWER 24V TO 12V DC-DC,690.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4993,4BERSH,2017-03-31,1.0,MISCPARTS,MISC PARTS,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4994,4BERSH,2017-03-31,2.0,XT6RR,CODE3 EXT 6 SPLIT LED LT HEAD,90.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4995,4BERSH,2017-03-31,2.0,XT6BB,CODE3 EXT 6 SPLIT LED LT HEAD,90.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
4996,4BARPD,2017-03-31,1.0,25102,STREAMLIGHT SL-20XP-LED,115.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
4997,1POKPP,2017-11-22,1.0,C-MD-302,HAVIS COMPUTER MONITOR &,395.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
4998,1POKPP,2017-11-22,2.0,RX2700,"CODE 3 47"" LIGHTBAR",1600.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
4999,1POKPP,2017-11-22,2.0,ES100C,FED SIG EMERG SPKR 100W,210.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5000,1POKPP,2017-11-22,2.0,ESBTAR11,FED SIG MNT KIT 2011 TAURUS,25.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5001,1POKPP,2017-11-22,2.0,3892L6,CODE 3 MASTERCOM B SIREN,400.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5002,1POKPP,2017-11-22,2.0,MISC150,MISCELLANEOUS HARDWARE,150.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5003,1POKPP,2017-11-22,2.0,ENT2B3B,SOS INTERSECTOR UNDER MIRROR,150.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5004,1POKPP,2017-11-22,2.0,ENT2B3R,SOS INTERSECTOR UNDER MIRROR,150.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5005,1POKPP,2017-11-22,2.0,PKGKB102,HAVIS IV KEYBOARD & MNTG PLATE,460.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5006,1POKPP,2017-11-22,4.0,TRX6B,CODE3 T-REX LED LIGHTS,90.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5007,1POKPP,2017-11-22,4.0,TRX6R,CODE3 T-REX LED LIGHTS,90.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5008,1POKPP,2017-11-22,8.0,XT3LBKT,CODE 3 XT3 90 DEGREE BRACKET,10.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5009,1POKPP,2017-11-22,2.0,5077D,GO RHINO PUSH BUMPER HD,350.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5010,1POKPP,2017-11-22,2.0,5077WHD,GO RHINO HEAVY DUTY WRAP ARND,320.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5011,1POKPP,2017-11-22,2.0,C-MD-302,HAVIS COMPUTER MONITOR &,385.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5012,1POKPP,2017-11-22,2.0,S56C06,PRO-GARD TRASNSPORT SEAT,450.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5013,1POKPP,2017-11-22,2.0,PNT1CRV03,CURVED ADAPTOR FOR INTERSECTOR,10.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5014,4CHTPD,2017-07-28,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5015,4CHTPD,2017-07-28,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5016,4CHTPD,2017-07-28,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5017,4CHTPD,2017-07-28,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1100.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5018,4CHTPD,2017-07-28,1.0,5342D,GO RHINO PUSH BUMPER,350.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5019,4CHTPD,2017-07-28,1.0,5342WHD,GO RHINO HEAVY DUTY WRAPAROUND,320.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5020,4CHTPD,2017-07-28,1.0,RX2700,"CODE 3 47"" LIGHTBAR",1600.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5021,4CHTPD,2017-07-28,2.0,MISC100,MISCELLANEOUS HARDWARE,100.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5022,4CHTPD,2017-07-28,1.0,CCFDUVMC18,"TROY 18"" CONSOLE FORD INT SUV",375.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5023,4CHTPD,2017-07-28,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5024,4CHTPD,2017-07-28,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5025,7MANDE,2017-04-21,1.0,AAM28JQC9RA1,MOTO XPR5350E 136-174 45W MBL,615.0,7MANDE,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192
5027,1FOURW,2017-10-20,20.0,AAM28QPN9WA1,MOTO XPR5500E 403-470 40W GOB,675.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5028,1FOURW,2017-10-20,20.0,G24,ENH: 2 YR SFS LITE,50.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5029,1FOURW,2017-10-20,8.0,T8319,MOTO SLR 8000 BASE RADIO,3340.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5030,1FOURW,2017-10-20,8.0,CA02962AA,ADD:UHF1 (400-470 MHZ),3080.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5031,1FOURW,2017-10-20,8.0,CA02989AA,ADD:PRESELECTOR UHF 350-470,400.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5032,1FOURW,2017-10-20,8.0,CA02971AA,ADD: POWER CABLE DC,25.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5033,1FOURW,2017-10-20,16.0,S261815,TURBOVUI GATEWAY KIT,1194.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5034,1FOURW,2017-10-20,16.0,S261431,TURBOVUI CABLE ASSY RP RADIO,68.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5035,1FOURW,2017-10-20,2.0,S161770,TURBOVUI RP RADIOPRO DISPATCH,1275.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5036,1FOURW,2017-10-20,4.0,9912206,TURBOVUI MICROPHONE INSYC USB,360.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5037,1FOURW,2017-10-20,5.0,MISC100,MISCELLANEOUS HARDWARE,100.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5038,1FOURW,2017-10-20,1.0,43-05-01A-16-SH,TXRX CONTROL STATION COMBINER,4985.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5039,1FOURW,2017-10-20,1.0,74-70-17030-E-8PO,TXRX MULTICOUPLER/COMBINER,19348.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5040,1FOURW,2017-10-20,1.0,3141,TXRX 16 CHANNEL POWER MONITOR,1440.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5041,1FOURW,2017-10-20,8.0,4044-1-460404-0201,TXRX NON-DIRECTIONAL POWER SEN,156.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5042,1FOURW,2017-10-20,1.0,4043-1-460505-0201,TXRX DIRECTIONAL POWER SENSOR,396.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5043,1AVOAU,2017-04-21,6.0,AAH02RDH9VA1,MOTO XPR 3500E 403-512 4W LKP,506.25,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5044,7POPEX,2017-04-21,2.0,AAH02RDH9VA1,MOTO XPR 3500E 403-512 4W LKP,530.0,7POPEX,Construction,Jessica Spindler,32659.24,11/01/1999,Grand Traverse,215459.0,0.205
5045,7POPEX,2017-04-21,2.0,QA02773,ADD:IMPRESS WINDPORTING RSM,75.0,7POPEX,Construction,Jessica Spindler,32659.24,11/01/1999,Grand Traverse,215459.0,0.205
5046,1BRADF,2017-05-05,5.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,415.0,1BRADF,Manufacturing,Kelly Hoek,15631.19,6/04/2012,Ottawa,825673.0,0.309
5047,1MASFL,2017-05-05,1.0,AAM01QPC9JC1,MOTO CM200D 403-470 40W 16CH,473.0,1MASFL,Agriculture,Skip Petrovich,7489.31,3/30/2007,Kent,1601574.0,0.421
5048,1MASFL,2017-05-05,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5,1MASFL,Agriculture,Skip Petrovich,7489.31,3/30/2007,Kent,1601574.0,0.421
5049,1MASFL,2017-05-05,1.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0,1MASFL,Agriculture,Skip Petrovich,7489.31,3/30/2007,Kent,1601574.0,0.421
5052,1DAVEN,2017-06-20,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,2742.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5053,1DAVEN,2017-06-20,1.0,DSCP10725UNTUNED,MOTO UHF MOBILE DUPLEXER,330.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5054,1DAVEN,2017-06-20,2.0,0112004U04,COAX CABLE W/CONNECTORS  2',95.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5055,1DAVEN,2017-06-20,100.0,LMR600,"TIMES 1/2"" FOAM CABLE LMR-600",2.25,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5056,1DAVEN,2017-06-20,2.0,EZ600NFX,TIMES N FEMALE CRIMP CONNCTR,22.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5057,1DAVEN,2017-06-20,25.0,LMR400,"TIMES MICROWAVE 3/8"" COAXIAL",1.2,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5058,1DAVEN,2017-06-20,1.0,489512,"NELLO 60"" NON-PEN ROOF MOUNT",120.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5059,1DAVEN,2017-06-20,1.0,SEC1223MTXPR5000,SAMLEX POWER SUPPLY & CABINET,165.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5060,1DAVEN,2017-06-20,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5061,1DAVEN,2017-06-20,1.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5062,1DAVEN,2017-06-20,4.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,880.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5063,1DAVEN,2017-06-20,1.0,FCC LICENSING,FCC LICENSING,500.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5064,1DAVEN,2017-06-20,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,2742.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5065,1DAVEN,2017-06-20,1.0,DSCP10725UNTUNED,MOTO UHF MOBILE DUPLEXER,330.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5066,1DAVEN,2017-06-20,2.0,0112004U04,COAX CABLE W/CONNECTORS  2',95.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5067,1DAVEN,2017-06-20,100.0,LMR600,"TIMES 1/2"" FOAM CABLE LMR-600",2.25,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5068,1DAVEN,2017-06-20,2.0,EZ600NFX,TIMES N FEMALE CRIMP CONNCTR,22.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5069,1DAVEN,2017-06-20,25.0,LMR400,"TIMES MICROWAVE 3/8"" COAXIAL",1.2,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5070,1DAVEN,2017-06-20,1.0,489512,"NELLO 60"" NON-PEN ROOF MOUNT",120.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5071,1DAVEN,2017-06-20,1.0,SEC1223MTXPR5000,SAMLEX POWER SUPPLY & CABINET,165.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5072,1DAVEN,2017-06-20,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5073,1DAVEN,2017-06-20,1.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5074,1DAVEN,2017-06-20,4.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,880.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5075,1DAVEN,2017-06-20,1.0,FCC LICENSING,FCC LICENSING,500.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
5077,1POKPP,2017-11-22,2.0,CVS2500CHGR1,"HAVIS CONSOLE 25"" DEEP CONSOLE",325.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5078,1POKPP,2017-11-22,2.0,CCUP2I,"HAVIS DUAL CUP HOLDER 4""",36.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5079,1POKPP,2017-11-22,2.0,CARM101,HAVIS TOP MNT ARM REST,59.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5080,1POKPP,2017-11-22,2.0,93061,PRINTEK INTERCEPTOR 800 PRNTR,519.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5081,1POKPP,2017-11-22,2.0,93206,PRINTEK IN-VEHICLE ADAPTER,40.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5082,1POKPP,2017-11-22,2.0,93065,PRINTEK USB CABLE,20.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5083,1POKPP,2017-11-22,2.0,93522,"PRINTEK 2"" MNT.BRKTS/2 PIECE",40.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5084,4SOUHC,2017-06-20,6.0,NNTN4497,LIION BATTERY 2190 MAH,88.0,4SOUHC,Healthcare,Tom Gillespie,34644.51,11/01/1999,Van Buren,165946.0,0.257
5085,4SOUHC,2017-06-20,6.0,PMAE4016,MOTO UHF WHIP ANT (403-520),11.25,4SOUHC,Healthcare,Tom Gillespie,34644.51,11/01/1999,Van Buren,165946.0,0.257
5086,1MAGNA,2017-04-28,6.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,391.0,1MAGNA,Manufacturing,Kelly Hoek,71257.75,12/22/2003,Ottawa,825673.0,0.309
5088,1FOURW,2017-10-20,32.0,49275,RG400 N Male Connector,5.21,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5089,1POKPP,2017-11-22,1.0,93061,PRINTEK INTERCEPTOR 800 PRNTR,519.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5090,1POKPP,2017-11-22,1.0,93206,PRINTEK IN-VEHICLE ADAPTER,40.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5091,1POKPP,2017-11-22,1.0,93522,"PRINTEK 2"" MNT.BRKTS/2 PIECE",40.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5092,1POKPP,2017-11-22,1.0,93065,PRINTEK USB CABLE,20.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5093,4BARPD,2017-08-31,1.0,CCFDUVMC18,"TROY 18"" CONSOLE FORD INT SUV",425.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5094,4BARPD,2017-08-31,1.0,ACINBHG,"TROY 4"" INTL BEV HOLDER W/FNGR",50.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5095,4BARPD,2017-08-31,1.0,TRX6B,CODE3 T-REX LED LIGHTS,80.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5096,4BARPD,2017-08-31,1.0,TRX6R,CODE3 T-REX LED LIGHTS,80.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5097,4BARPD,2017-08-31,1.0,ENT2B3B,SOS INTERSECTOR UNDER MIRROR,150.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5098,4BARPD,2017-08-31,1.0,ENT2B3R,SOS INTERSECTOR UNDER MIRROR,150.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5099,4BARPD,2017-08-31,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5100,4BARPD,2017-08-31,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5101,4BARPD,2017-08-31,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5102,4BARPD,2017-08-31,1.0,DS604DS,GUN RACK W/DUAL VERT. MOUNT,375.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5103,4BARPD,2017-08-31,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1100.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5104,4BARPD,2017-08-31,1.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,220.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5105,4BARPD,2017-08-31,1.5,MISC100,MISCELLANEOUS HARDWARE,100.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5106,4BARPD,2017-08-31,1.0,HAF4013,800 ANTENNA,60.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5107,4BARPD,2017-08-31,1.0,CMMCMTSALT17,TROY MC SWING-ARM LAPTOP MOUNT,525.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
