ORDER #,CUSTOMER #,INVOICE DATE,QTY SHIPPED,ITEM #,DESCRIPTION,ITEM PRICE
46232,1TRTPA,2019-12-17,1.0,RCS,REPEATER COMMISSIONS FOR SALES,6060.0
46239,4TRIFD,2020-01-31,15.0,G4 PAGER,UNICATION G4 DIGITAL VOICE,545.5
46239,4TRIFD,2020-01-31,2.0,GS999CA-SXXXEN,UNICATION AMPLIFIED CHARGER,120.0
46246,1BANPD,2019-12-31,1.0,93633,"PRINTEK 8"" PRINTER INTERCEPTOR",375.0
46246,1BANPD,2019-12-31,1.0,93682,PRINTEK IN-VEH ADAPTER,60.0
46246,1BANPD,2019-12-31,1.0,93678,PRINTEK USB-C CABLE 15' FP-541,30.0
46246,1BANPD,2019-12-31,1.0,93696,PRINTEK I 820 CAGE MOUNT BRKT,40.0
46246,1BANPD,2019-12-31,1.0,93211,"PRINTEK 8.5"" PAPER W/PERF",55.0
46248,7WEXCS,2020-01-31,28.0,AARLN4885,MOTO RECEIVE ONLY EARBUD,25.0
46053,1KRUCO,2019-12-20,1.0,AAH84RCS8AA1AN,MOTO BPR40 450-470MHZ 4W 8CH,200.0
46089,1OCECO,2019-12-31,1.0,AAH02RDH9VA1AN,MOTO XPR 3500E 403-512 4W LKP,589.0
46264,1BRIMY,2019-12-31,6.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,105.0
46268,1LGCMI,2019-12-31,10.0,AAH56RDC9RA1AN,MOTO XPR 7350E 403-512 4W NKP,990.0
46268,1LGCMI,2019-12-31,15.0,PMNN4489,MOTO BATT IMPRES LIION,180.0
46272,1GRASC,2019-12-20,10.0,400,RENTAL,100.0
46285,4STJCR,2020-03-21,1.0,4145-FM-UPG,NEOTERRA UPGRADE TO NEOCONNEX,4940.0
46285,4STJCR,2020-03-21,1.0,4145-GC,NEOTERRA NEOCONNEX GEOCODER,3712.8
46285,4STJCR,2020-03-21,1.0,PRM-S1,NEOTERRA PREMIUM 1 YR SUPPORT,2853.5
46038,4BERSH,2020-04-30,2.0,IONR,WHELEN ION LIGHT RED,150.0
46038,4BERSH,2020-04-30,2.0,IONB,WHELEN ION LIGHT BLUE,150.0
46038,4BERSH,2020-04-30,1.0,EMPS2QMS2R,"SOS mPOWER 4"" FASCIA LIGHT W/",140.0
46038,4BERSH,2020-04-30,1.0,EMPS2QMS2B,"SOS mPOWER 4"" FASCIA LIGHT W/",140.0
46038,4BERSH,2020-04-30,1.0,40101010,OPS OPT:RUBBER MATTING PER,40.0
46040,4BERSH,2020-05-29,2.0,IONR,WHELEN ION LIGHT RED,150.0
46040,4BERSH,2020-05-29,2.0,IONB,WHELEN ION LIGHT BLUE,150.0
46040,4BERSH,2020-05-29,1.0,EMPS2QMS2R,"SOS mPOWER 4"" FASCIA LIGHT W/",140.0
46040,4BERSH,2020-05-29,1.0,EMPS2QMS2B,"SOS mPOWER 4"" FASCIA LIGHT W/",140.0
46040,4BERSH,2020-05-29,1.0,40101010,OPS OPT:RUBBER MATTING PER,40.0
46287,4BARFD,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,4585.75
46289,4BENTF,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,2672.0
46290,1NITFD,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,7272.25
46291,4TRIFD,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,2105.62
46292,4SMCAS,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,4593.0
46293,4BUCTF,2020-01-31,15.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,645.5
46293,4BUCTF,2020-01-31,15.0,GS999CA-SXXXEN,UNICATION AMPLIFIED CHARGER,120.0
46300,4BUCTF,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,2870.62
46038,4BERSH,2020-04-30,1.0,OP-CTU-20-47-36-D,OPS CHEVY TAHOE UNIT W/SINGLE,1700.0
46040,4BERSH,2020-05-29,1.0,OP-CTU-20-47-36-D,OPS CHEVY TAHOE UNIT W/SINGLE,1700.0
46308,1KEEBL,2019-12-20,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.0
46308,1KEEBL,2019-12-20,4.0,QA04950AT,ADD:TIA IMPRESS LV LI-ION,53.0
46308,1KEEBL,2019-12-20,4.0,PMNN4490,MOTO BATT IMPRESS LIION BATT,165.0
46308,1KEEBL,2019-12-20,4.0,QA02773,ADD:IMPRESS WINDPORTING RSM,75.0
46307,1KENCA,2020-03-25,6.0,MISC300,MISCELLANEOUS HARDWARE,250.0
46311,4GALFD,2020-01-31,15.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,645.5
46311,4GALFD,2020-01-31,15.0,GS999CA-SXXXEN,UNICATION AMPLIFIED CHARGER,120.0
46314,4GALFD,2019-12-20,1.0,DOWNPAYMENT,25% DOWNPAYMENT,2870.62
46321,1OCEEL,2019-12-27,2.0,CDN6281AR,MOTO HDST MODULE BASE W/PTT,183.6
46321,1OCEEL,2019-12-27,1.0,CDN6292A,MOTO TRISTAR NOISE CANCELLING,165.6
46321,1OCEEL,2019-12-27,1.0,CDN6293B,MOTO ENCOREPRO MONAURAL,130.5
46190,4HARPD,2020-03-13,1.0,C-VS-1400-INUT-1,"HAVIS 14"" CONSOLE",275.0
46190,4HARPD,2020-03-13,1.0,C-CUP2-I-A15,HAVIS DUAL INTERNAL,40.0
46190,4HARPD,2020-03-13,1.0,C-HDM-204,HAVIS HVY DTY TELESCOPING POLE,150.0
46342,1FOURW,2020-01-31,1.0,PMPN4284,MOTO MULTI-UNIT CHARGER,655.0
46351,1GLMSS,2019-12-26,1.0,FALL 2018 PLANNING,FALL 2018 PLANNING MTG FOR,1165.29
46351,1GLMSS,2019-12-26,1.0,2019 ANNUAL MEETING,2019 ANNUAL MEETING,1909.15
46351,1GLMSS,2019-12-26,1.0,CONSTANTCONTACT,CONSTANT CONTACT (6 MONTHS),216.0
46351,1GLMSS,2019-12-26,1.0,OCT-18 CONNEX,OCTOBER 2018 CONNEX,32.66
46351,1GLMSS,2019-12-26,1.0,SEPT-18 CONNEX,SEPTEMBER 2018 CONNEX,13.39
46351,1GLMSS,2019-12-26,1.0,NOV-18 CONNEX,NOVEMBER 2018 CONNEX,19.66
46351,1GLMSS,2019-12-26,1.0,DEC-18 CONNEX,DECEMBER 2018 CONNEX,25.09
46351,1GLMSS,2019-12-26,1.0,JAN-19 CONNEX,JANUARY 2019 CONNEX,23.39
46351,1GLMSS,2019-12-26,1.0,FEB-2019 CONNEX,FEBRUARY 2019 CONNEX,23.09
46351,1GLMSS,2019-12-26,1.0,MAY-2019 CONNEX,MAY 2019 CONNEX,23.52
46351,1GLMSS,2019-12-26,1.0,MARISSA-2019 TRAVEL,AIRFARE/MILEAGE/TRAVEL MEALS,300.91
46351,1GLMSS,2019-12-26,1.0,MARISSA-2019 HOTEL,HOTEL EXP -DON CESAR,1215.88
46351,1GLMSS,2019-12-26,1.0,MARISSA-2019 EMAIL,CONSTANT CONTACT EMAIL MGT,216.0
46351,1GLMSS,2019-12-26,1.0,2019-ACCTG SOFTWARE,QUICKBOOKS SUBSCRIPTION,156.0
46351,1GLMSS,2019-12-26,1.0,2019 OFFICE SUPPLIES,OFFICE SUPPLIES/PRINTING,401.85
46351,1GLMSS,2019-12-26,1.0,SHIPPING,SHIPPING FEES FOR MEETING,29.51
46351,1GLMSS,2019-12-26,1.0,PLAQUE,APPRECIATION PLAQUE,61.48
45913,1MBROW,2020-06-30,300.0,LMR400,"TIMES MICROWAVE 3/8"" COAXIAL",1.5
45913,1MBROW,2020-06-30,6.0,EZ-400-NMH-X,N MALE HEX/KNURL COMBO NO BRAI,15.0
45913,1MBROW,2020-06-30,6.0,EZ-400-NF-X,"N-FEMALE JACK, LMR400",15.0
45957,1CHECS,2019-12-27,2.0,C-DMM-3015,HAVIS SWING UP DEVICE MOUNT,400.0
45958,1CHECS,2019-12-27,1.0,C-DMM-3015,HAVIS SWING UP DEVICE MOUNT,393.0
45913,1MBROW,2020-06-30,3.0,374571,RG58 JUMPER 1' NF TO MINI UHFM,22.0
44993,1FHTWP,2019-12-27,1.0,GDKBU6,GETAC RUGGED KEYBOARD W/SMART,399.0
46378,1GORPC,2019-12-31,1.0,GFSPC2019-2,PAYMENT 2 ARRIVAL OF MAJ EQUIP,40774.63
46043,1NICFD,2020-01-31,35.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,645.5
46379,1ALPCO,2019-12-27,115.0,G4 PAGER,UNICATION G4 DIGITAL VOICE,545.0
44494,1HOPFD,2020-01-31,5.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,670.5
45990,7CHACS,2020-02-07,4.0,TT3457A,SIERRA WIRELESS (DC:WIFI),899.0
45990,7CHACS,2020-02-07,4.0,TT06348AA,3 YR ESSENTIAL,80.0
45990,7CHACS,2020-02-07,4.0,DDN2777A,MOTO 6 IN 1 SHARKFIN ANTENNA,365.0
45990,7CHACS,2020-02-07,11.0,SMW3013A3A2ABLK180,MOBILEMARK MULTIBAND BLK SM,180.0
46143,1MOTUS,2019-12-31,4.0,PMMN4013,MOTO REMOTE SPEAKER MIC,73.5
46036,1AGROP,2019-12-31,12.0,QA00505,MOTO IMPRES REMOTE SPKR MIC,90.0
46036,1AGROP,2020-01-31,12.0,QA00505,MOTO IMPRES REMOTE SPKR MIC,90.0
46385,7CHAPD,2020-02-21,1.0,TT3457A,SIERRA WIRELESS (DC:WIFI),899.0
46385,7CHAPD,2020-02-21,1.0,DDN2777A,MOTO 6 IN 1 SHARKFIN ANTENNA,365.0
46406,1MCOOP,2019-12-30,1.0,500,CO-OP CLAIM 742322,1450.06
46407,1MCOOP,2019-12-30,1.0,500,"REGISTRATION FEE FOR MICAH,",2200.0
46409,1GLMSS,2019-12-30,1.0,FALL 2018 PLANNING,FALL 2018 PLANNING MTG FOR,1165.29
46409,1GLMSS,2019-12-30,1.0,2019 ANNUAL MEETING,2019 ANNUAL MEETING,38.67
46409,1GLMSS,2019-12-30,1.0,CONSTANTCONTACT,CONSTANT CONTACT (6 MONTHS),216.0
46409,1GLMSS,2019-12-30,1.0,SEPT-18 CONNEX,SEPTEMBER 2018 CONNEX,13.39
46409,1GLMSS,2019-12-30,1.0,OCT-18 CONNEX,OCTOBER 2018 CONNEX,32.66
46409,1GLMSS,2019-12-30,1.0,NOV-18 CONNEX,NOVEMBER 2018 CONNEX,19.66
46409,1GLMSS,2019-12-30,1.0,DEC-18 CONNEX,DECEMBER 2018 CONNEX,25.09
46409,1GLMSS,2019-12-30,1.0,JAN-19 CONNEX,JANUARY 2019 CONNEX,23.39
46409,1GLMSS,2019-12-30,1.0,FEB-2019 CONNEX,FEBRUARY 2019 CONNEX,23.09
46409,1GLMSS,2019-12-30,1.0,MAY-2019 CONNEX,MAY 2019 CONNEX,23.52
46409,1GLMSS,2019-12-30,1.0,MARISSA-2019 TRAVEL,AIRFARE/MILEAGE/TRAVEL MEALS,300.91
46409,1GLMSS,2019-12-30,1.0,MARISSA-2019 HOTEL,HOTEL EXP -DON CESAR,1215.88
46409,1GLMSS,2019-12-30,1.0,MARISSA-2019 EMAIL,CONSTANT CONTACT EMAIL MGT,216.0
46409,1GLMSS,2019-12-30,1.0,2019-ACCTG SOFTWARE,QUICKBOOKS SUBSCRIPTION,156.0
46409,1GLMSS,2019-12-30,1.0,2019 OFFICE SUPPLIES,OFFICE SUPPLIES/PRINTING,401.85
46409,1GLMSS,2019-12-30,1.0,SHIPPING,SHIPPING FEES FOR MEETING,29.51
46409,1GLMSS,2019-12-30,1.0,PLAQUE,APPRECIATION PLAQUE,61.48
46409,1GLMSS,2019-12-30,1.0,MGT FEE,2018-2019 MANAGEMENT FEE,1800.0
46410,1GLMSS,2019-12-30,1.0,LAVONNE FALL 2019,LAVONNE THORNTON- FALL 2019,519.52
46410,1GLMSS,2019-12-30,1.0,MARK FALL 2019,MARK KOOYERS- FALL 2019,905.64
46411,1GLMSS,2019-12-30,1.0,MGT FEE,2019-2020 MANAGEMENT FEE,1800.0
46419,1GORMA,2020-01-31,2.0,AAM28QNN9RA1AN,MOTO XPR 5550E 403-470 25W,882.0
46419,1GORMA,2020-01-31,2.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5
46419,1GORMA,2020-01-31,2.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0
46427,*700,2019-12-31,5.0,400,RENTAL,25.0
46427,*700,2019-12-31,5.0,400,RENTAL,5.0
46429,*700,2019-12-31,10.0,400,RENTAL,25.0
46429,*700,2019-12-31,10.0,400,RENTAL,5.0
46089,1OCECO,2019-12-31,1.0,TRAVEL,TRAVEL / ON-SITE FEE,75.0
45500,1GCOMS,2019-12-31,1.0,MISC100,MISCELLANEOUS HARDWARE,2580.0
45088,1ROCFD,2019-12-31,1.0,DS-GTC-1001,HAVIS PACKAGE - DOCKING STN W/,969.0
46431,1TURLC,2020-01-31,1.0,AAH84KDJ8AA1AN,MOTO BPR40 150-174MHZ 5W 16CH,220.0
46402,4BEREM,2019-12-31,1.0,BC911PAGERS-50%,Unication Pager Project,109309.63
45083,7EMSHR,2019-12-31,2.0,OHHGTC8013,HAVIS TRIPLE PASS-THROUGH VEH,795.0
45083,7EMSHR,2019-12-31,2.0,590GBL000240,AIRGAIN CELL/LTE/WIFI/GNSS,185.0
45083,7EMSHR,2019-12-31,1.0,GDKBU6,GETAC RUGGED KEYBOARD W/SMART,399.0
45083,7EMSHR,2019-12-31,4.0,GMHRX8,GETAC ROTATING HANDSTRAP,150.0
45083,7EMSHR,2019-12-31,1.0,C-MAG-100,HAVIS MAGNETIC MOUNT,75.0
45762,7EMAMB,2019-12-31,8.0,GAD1L1,GETAC VEHICLE ADAPTER/CHARGER,110.0
45762,7EMAMB,2019-12-31,8.0,GDVPHM,HAVIS V110 TRI PASS-THROUGH,795.0
45762,7EMAMB,2019-12-31,8.0,590GBL000240,AIRGAIN CELL/LTE/WIFI/GNSS,185.0
46438,1BANPD,2020-03-05,1.0,C-HDM-204,HAVIS HVY DTY TELESCOPING POLE,182.77
46440,4BARPD,2020-08-31,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",1600.0
46440,4BARPD,2020-08-31,1.0,ACINBHG,"TROY 4"" INTL BEV HOLDER W/FNGR",50.0
46440,4BARPD,2020-08-31,1.0,ENT2B3B,SOS INTERSECTOR UNDER MIRROR,150.0
46440,4BARPD,2020-08-31,1.0,ENT2B3R,SOS INTERSECTOR UNDER MIRROR,150.0
46440,4BARPD,2020-08-31,1.0,PRPSP4704UINT20A,PRO-GARD SPACE SVR PARTITION,835.0
46440,4BARPD,2020-08-31,1.0,DS604DS,GUN RACK W/DUAL VERT. MOUNT,375.0
46440,4BARPD,2020-08-31,1.0,S4705UINT20,PRO-GARD REAR TRNSPRT SEATS,1275.0
46440,4BARPD,2020-08-31,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0
46440,4BARPD,2020-08-31,1.0,HAF4013,800 ANTENNA,60.0
46440,4BARPD,2020-08-31,1.0,XT404RRBB,CODE3 XT4 QUAD  LIGHTHEAD BAR,350.0
46440,4BARPD,2020-08-31,1.0,XT4DSB,CODE 3 DUAL STACK LED BLUE,130.0
46440,4BARPD,2020-08-31,1.0,XT4DSR,CODE 3 DUAL STACK LED RED,130.0
46440,4BARPD,2020-08-31,2.0,XT304RRBB,CODE 3 EXTREME QUAD 3-HEAD,270.0
46440,4BARPD,2020-08-31,1.0,75812,STREAMLIGHT STINGER DS LED,105.0
46440,4BARPD,2020-08-31,1.0,CC-UV20-L18,"TROY 2020 PI UTILITY 18""",425.0
46440,4BARPD,2020-08-31,1.0,CM-SDMT-SL-LT17,TROY CONSOLE SIDE HT ADJ MOUNT,525.0
46440,4BARPD,2020-08-31,1.0,PB47UINT20HD,PRO-GARD HD PUSHBUMPER,325.0
46440,4BARPD,2020-08-31,1.0,WB47NPUINT20,PRO-GARD STEEL WINDOW BARS,340.0
46036,1AGROP,2019-12-31,2.0,AAM02QNH9JA1AN,MOTO XPR 2500 403-47 25W 128CH,560.0
46036,1AGROP,2020-01-31,2.0,AAM02QNH9JA1AN,MOTO XPR 2500 403-47 25W 128CH,560.0
46362,1BRIMY,2020-01-24,4.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,976.45
46442,1ARTCD,2020-02-19,12.0,AAH88YCD9SA2AN,MOTO SL 3500E 403-470 3W,558.0
46442,1ARTCD,2020-02-19,3.0,PMLN7157,"MOTO 2-WIRE TRANS TUBE, BLACK",43.0
46190,4HARPD,2020-03-13,1.0,ADJBKT0008-B,CODE 3  MTG BRKT BLK,40.0
46190,4HARPD,2020-03-13,1.0,ADMKIT,CODE 3 FORD INTER. HOOK KIT,65.0
46444,1HOLDA,2020-02-21,2.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,945.0
46444,1HOLDA,2020-02-21,2.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,20.0
46445,1PENPS,2020-06-19,4.0,PMLN5072,MOTO HARDWARE ACCESSORY KIT,5.49
46449,1FISSC,2020-01-31,6.0,NNTN8129,MOTO XPR7000 SERIES BATTERY IS,129.2
46452,4WYCCH,2020-01-31,1.0,AAH56RDC9RA1AN,MOTO XPR 7350E 403-512 4W NKP,995.0
46461,1KEEBL,2020-01-31,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.0
46461,1KEEBL,2020-01-31,4.0,PMNN4490,MOTO BATT IMPRESS LIION BATT,165.0
46461,1KEEBL,2020-01-31,4.0,PMMN4073,"MOTO IMPRESS RSM,SMALL",80.0
46461,1KEEBL,2020-01-31,4.0,PMLN4651,"MOTO BELT CLIP 2""",10.0
46463,7CHEPD,2020-04-10,5.0,C-ADP-101,HAVIS UNIVERSAL ADAPTER PLATE,50.0
46463,7CHEPD,2020-04-10,5.0,TT3457A,SIERRA WIRELESS (DC:WIFI),899.0
46463,7CHEPD,2020-04-10,5.0,TT06348AA,3 YR ESSENTIAL,80.0
46463,7CHEPD,2020-04-10,5.0,DDN2777A,MOTO 6 IN 1 SHARKFIN ANTENNA,365.0
46462,1QUALP,2020-03-21,5.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.0
46462,1QUALP,2020-03-21,1.0,FCC LICENSING,FCC LICENSING,850.0
46463,7CHEPD,2020-04-10,5.0,VG21ZCKABDXX,"GETAC V110 G4, i5-7200U",3000.0
46463,7CHEPD,2020-04-10,5.0,DS-GTC-303,HAVIS CRADLE FOR GETAC V110,465.0
46463,7CHEPD,2020-04-10,5.0,GAD1L1,GETAC VEHICLE ADAPTER/CHARGER,110.0
46471,1BRADF,2020-01-31,2.0,AAM01QNC9JA1AN,MOTO CM200D 403-470 25W 16CH,481.0
46471,1BRADF,2020-01-31,2.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,21.5
46481,1LAPRE,2020-01-31,1.0,PMPN4284,MOTO MULTI-UNIT CHARGER,610.0
46483,1ALPCO,2020-01-31,1.0,DOWNPAYMENT,DOWNPAYMENT OF 115 G4 PAGERS,6167.5
46484,7MEDUS,2020-01-31,10.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,1005.0
46484,7MEDUS,2020-01-31,10.0,QA02817,ADD:RSM W/3.5 NC FM (PMMN4050),75.0
46485,7CHAPD,2020-02-21,1.0,TT3457A,SIERRA WIRELESS (DC:WIFI),899.0
46485,7CHAPD,2020-02-21,1.0,DDN2777A,MOTO 6 IN 1 SHARKFIN ANTENNA,365.0
46496,1COUFI,2020-01-31,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.0
46496,1COUFI,2020-01-31,6.0,PMMN4073,"MOTO IMPRESS RSM,SMALL",80.0
46498,1TSTEL,2020-01-24,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,525.0
46516,1WINWD,2020-02-19,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,515.0
46516,1WINWD,2020-02-19,4.0,PMMN4075,MOTO SPEAKER MIC SMALL PP57,70.0
46517,7CHEBS,2020-07-31,2.0,AAM01QPC9JA1AN,MOTO CM200D 403-470 40W 16CH,555.0
46517,7CHEBS,2020-07-31,2.0,HAE4003,MOTO UNITY GAIN ANT KIT,27.75
46517,7CHEBS,2020-07-31,2.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0
46518,1WEXCR,2020-03-29,1.0,Y-4400160,TELDIO TRUFLEET - ENTERPRISE,7300.0
46518,1WEXCR,2020-03-29,60.0,Y-4400077,TELDIO BASIC REVERSE GEOCODING,8.0
46518,1WEXCR,2020-03-29,47.0,Y-TW2001,TELDIO 1-99 TELEMATICS SPRITE,295.0
46518,1WEXCR,2020-03-29,1.0,Y-3200010,TELDIO TW200 PROGRAMMING KIT,90.0
46518,1WEXCR,2020-03-29,1.0,T-S0005,TELDIO STANDARD DESKTOP SERVER,900.0
46518,1WEXCR,2020-03-29,13.0,Y-4400061,TELDIO 1-99 TRUFLEET,65.0
46519,1MOTUS,2020-06-19,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,390.0
46528,1KENQF,2020-02-19,6.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,525.0
46528,1KENQF,2020-02-19,5.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,93.5
46531,1NBFAS,2020-09-23,8.0,CS03-019-429,WESTELL CLEARLINK MULTIBAND,45.0
46531,1NBFAS,2020-09-23,1500.0,AL4RPV-50,"ANDREW 1/2"" PLENUM COAX CABLE",2.5
46531,1NBFAS,2020-09-23,120.0,LDF4-50A,"COMMSCOPE 1/2"" FOAM HELIAX",2.37
46531,1NBFAS,2020-09-23,1.0,CS14-710-810,WESTELL 700/800PS SIGNAL BSTR,8000.0
46531,1NBFAS,2020-09-23,22.0,L4TNM-PSA,ANDREW N-MALE CONNECTOR,24.68
46531,1NBFAS,2020-09-23,1.0,IS-B50LN-C2,POLYPHASER BULKHEAD ARRESTOR,73.36
46531,1NBFAS,2020-09-23,1.0,CS19-BBU-001,WESTELL 12/24 HOUR NFPA CMPLNT,4150.0
46531,1NBFAS,2020-09-23,1.0,CS05-484-114,WESTELL 15dB POWER TAPPER,58.0
46531,1NBFAS,2020-09-23,1.0,CS05-482-114,WESTELL 10dB POWER TAPPER,58.0
46531,1NBFAS,2020-09-23,1.0,CS05-483-114,WESTELL POWER TAPPER 13dB,58.0
46531,1NBFAS,2020-09-23,2.0,CS04-473-429,WESTELL 3-WAY POWER DIVIDER,124.0
46532,4WYCCH,2020-03-21,2.0,AAH56RDC9RA1AN,MOTO XPR 7350E 403-512 4W NKP,995.0
46532,4WYCCH,2020-03-21,2.0,QA04950BM,ALT: IMP TIA4950 IP68 LIION,75.0
46532,4WYCCH,2020-03-21,2.0,QA02817,ADD:RSM W/3.5 NC FM (PMMN4050),95.0
46579,1COUFI,2020-01-31,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,523.0
46579,1COUFI,2020-01-31,2.0,PMMN4073,"MOTO IMPRESS RSM,SMALL",80.0
46607,1EDWLF,2020-02-19,3.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,460.0
46608,1PADNI,2020-02-19,5.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,500.0
46608,1PADNI,2020-02-19,3.0,NNTN8525,MOTO MOTOTRBO TRAVEL CHARGER,80.75
46612,1BISSE,2020-05-22,1.0,AAH81QCN9TA2AN,MOTO SL7550E 403-470 3W ENG,1077.0
46615,1ZEEFS,2020-02-19,7.0,PMNN4489,MOTO BATT IMPRES LIION,180.0
46633,1FISSC,2020-01-23,10.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,937.15
46633,1FISSC,2020-01-23,10.0,QA04950BM,ALT: IMP TIA4950 IP68 LIION,51.68
46634,1WESOS,2020-02-19,1.0,AC151U512-MOT-NA,MOTO VX-261-G6-5 UHF 403-470,245.0
46452,4WYCCH,2020-01-31,1.0,QA04950BL,ALT: IMP TIA4950 HAZLOC LIION,75.0
46452,4WYCCH,2020-01-31,1.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,95.0
44532,4WYCCH,2020-01-31,1.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,95.0
46471,1BRADF,2020-01-31,2.0,TGB34,"MAXRAD L BRACKET FOR 3/4"" HOLE",6.06
46461,1KEEBL,2020-01-31,1.0,QA04950AT,ADD:TIA IMPRESS LV LI-ION,65.0
46442,1ARTCD,2020-02-19,3.0,PMMN4125,MOTO AUDIO ACCESSORY,115.0
46656,1ZFSIT,2020-02-19,6.0,PMNN4489,MOTO BATT IMPRES LIION,153.0
46656,1ZFSIT,2020-02-19,6.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,11.05
46656,1ZFSIT,2020-02-19,6.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,985.0
46656,1ZFSIT,2020-02-19,6.0,QA00506,SUBMERSIBLE MIC FOR MOTOTRBO,74.8
46528,1KENQF,2020-02-19,6.0,QA02772,MOTO OPT:IMPRESS NC MIC,72.25
46671,1FISSC,2020-02-19,4.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,937.15
46673,*700,2020-01-23,4.0,400,RENTAL,200.0
46673,*700,2020-01-23,4.0,400,RENTAL,100.0
46674,*700,2020-01-23,3.0,400,RENTAL,40.0
46675,1MILPR,2020-01-23,2.0,400,RENTAL,80.0
46675,1MILPR,2020-01-23,2.0,400,RENTAL,20.0
46675,1MILPR,2020-01-23,2.0,400,RENTAL,15.0
46676,*700,2020-01-23,17.0,400,RENTAL,80.0
46676,*700,2020-01-23,17.0,400,RENTAL,20.0
46676,*700,2020-01-23,5.0,400,RENTAL,10.0
46678,*700,2020-01-23,5.0,400,RENTAL,25.0
46678,*700,2020-01-23,5.0,400,RENTAL,5.0
46679,*700,2020-01-23,10.0,400,RENTAL,25.0
46679,*700,2020-01-23,10.0,400,RENTAL,5.0
46680,1SMGDV,2020-01-23,10.0,400,RENTAL,40.0
46680,1SMGDV,2020-01-23,10.0,400,RENTAL,10.0
46680,1SMGDV,2020-01-23,10.0,400,RENTAL,10.0
46681,1SHOWS,2020-01-23,2.0,400,RENTAL,40.0
46681,1SHOWS,2020-01-23,1.0,400,RENTAL,10.0
46682,*700,2020-01-23,16.0,400,RENTAL,15.0
46684,1SMGDV,2020-01-23,6.0,400,RENTAL,60.0
46684,1SMGDV,2020-01-23,12.0,400,RENTAL,15.0
46684,1SMGDV,2020-01-23,6.0,400,RENTAL,10.0
46685,1VAENT,2020-01-23,5.0,400,RENTAL,35.0
46686,*700,2020-01-23,1.0,400,RENTAL,25.0
46687,1ZEEPS,2020-01-23,7.0,400,RENTAL,25.0
46689,*700,2020-01-23,10.0,400,RENTAL,25.0
46689,*700,2020-01-23,1.0,400,RENTAL,50.0
46689,*700,2020-01-23,1.0,400,RENTAL,150.0
46690,*700,2020-01-23,10.0,400,RENTAL,35.0
46336,1OLITO,2020-01-31,7.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,420.0
46710,1YATDI,2020-01-24,3.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,949.0
46710,1YATDI,2020-01-24,3.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,20.0
46710,1YATDI,2020-01-24,3.0,TGB34,"MAXRAD L BRACKET FOR 3/4"" HOLE",6.0
46710,1YATDI,2020-01-24,3.0,RKN4136,MOTO IGNITION SWITCH CABLE,29.0
